start	end	text
216880	220800	And it worked with minor corrections.
221920	226480	And it didn't understand exactly how types work.
226480	233680	But it put, I now have a PDF of the exercise sheets again, which is not completely ugly.
233680	238640	So that was sort of, is that the final types version?
238640	240320	Yes, that is the types version.
240320	242880	I mean, you can show it around, looks like this.
244960	245520	Okay.
245520	246080	It's okay.
246080	246800	Yeah.
246800	247840	And it didn't take too long.
247840	253280	It took about four minutes, almost five minutes.
253280	254480	Interesting.
254480	258560	Which is for a local model, better than I've seen before.
258560	261760	And how long would it take you to type the same document?
265120	266560	Probably more than five minutes.
266560	267040	Okay.
269840	271040	Maybe not much more.
271040	271520	Yes.
271520	272880	Maybe about 15 minutes.
272880	273680	Yeah.
273680	275040	I presume.
275600	276800	And I have to do corrections.
276800	277360	Yeah.
277360	279280	But because it doesn't get everything right.
279280	279600	Yeah.
280560	281680	But it's also not an agent.
281680	284720	If it was an agent, then maybe it could have corrected itself.
284720	289120	And I'm just trying to get the image recognition to work.
289120	291840	Because that was just from the text of the PDF.
291840	292320	I saw it.
292320	295360	So only had the text as context, not the images.
295360	299280	So I didn't exactly know how the old document layout looked.
300400	305440	And for some reason, I can't put images into the input prompt right now.
305440	307200	So I'll see how to fix that.
308400	308880	Interesting.
308880	309440	Interesting.
309920	313920	What I would suggest in that particular instance is that you
315280	315680	use a...
316800	320000	If you want to convert images to LaTeX, there is a model.
320000	321040	It's not an LLM.
321040	321600	It's a...
321600	323440	My screen is that again.
324400	324720	Okay.
324720	325600	I'll fix that in a second.
327280	341310	I will recommend a OCR technology neural network.
341950	343230	I think it's developed by Facebook.
344270	345310	It's called the Marker.
345310	346350	Oh, I've tried that before.
346350	346830	Yeah.
346830	348110	It was very slow.
348830	352270	It's very slow, but there are various models you can use.
352270	353550	You don't have to use the stock one.
354910	361790	So I use Marker all the time now because I don't want to use an LLM to do image to text
362510	364910	when a more specialized model works.
364910	366830	And so I have a GPU.
366830	369070	So it's...
370190	372910	But no, I've actually been using Marker on CPU as well occasionally.
373870	380030	And if you hand it a PDF as a scan, it can convert it to LaTeX, not types, but you know,
380030	381150	maybe as an intermediate step.
382110	385630	So this works extremely, extremely well and recognizes equations.
385630	391390	So what I've done is I have a workflow now where, for example, I might have a transcript
392190	393470	from a conversation.
393470	397070	We may have some handwritten notes and we send those through specialized models.
397070	398190	We don't send them through LLMs.
398190	403550	I send them through a local model, Whisper to do the transcripts, Marker to do the notes.
404110	406430	It gets a first-class LaTeX.
407310	407710	I don't use times.
407710	408910	So it converts handwritten notes.
408910	415070	It converts handwritten notes as well into Markdown, basically.
415070	416030	That's what Marker does.
417150	419150	And Markdown with LaTeX in line.
419150	421390	So it's the worst of every whatever.
421390	423150	I mean, but you've got something, right?
423150	428030	And then from this something, you've got a text of the discussion
428030	432510	and a first pass at the text and equations.
433150	436990	And then you can ask a local model then to combine these sources
436990	440990	and create a best types or best LaTeX or whatever version.
441550	445070	And that way, you focus the compute where you can, right?
445070	448910	So the idea here is that you use Marker to do the Marker job,
449630	453710	Whisper to do the Whisper job, LLM to do the natural language job.
453710	457790	And so it's pretty tricky on laptops.
457790	460590	You're all running into this, this kind of like hard barrier
460590	463070	that you're about one generation of technology behind.
465140	468740	What we'd all ideally ideal scenario is I believe
468740	475300	to order some and you have Apple devices where you can probably run local models
475300	476900	pretty well because of the shared memory.
476900	477460	Is that right?
477460	478500	But I did not try it.
478500	479540	You did not try it yet.
481300	483300	How much RAM do you have in your laptops?
483300	484820	5 to 16.
484820	485300	16.
485300	487220	Oh, it's a lot of the status.
487220	488500	Ah, okay, yeah.
488500	491380	The ideal hardware to have, which we don't have
491380	496340	because it's impossible to buy anymore, is 32 gigabytes Apple laptops.
496340	498020	All the models are just optimized for this.
498980	504580	So you can run them real fast on that hardware.
505300	507380	But hey, we can do what we got to do.
507380	509780	We do what we can do and then as we say, we're setting it up.
509780	512580	It's just such a painful progress for this server down in the basement,
512580	513300	but it is happening.
514740	520340	But what we will have soon is a decent graphics card 3090 in a desktop here.
520980	522660	So that'll be an intermediate level.
522660	525860	And that runs Marker, Whisper, local models like Quinn.
525860	528820	Pretty happily there's no agentic models.
529380	532900	So within a couple of weeks maybe we'll have that ready for you
532900	534900	and then you can experiment on better hardware.
534900	540660	But I think it's actually very good to really painfully experience it the way I did.
541780	546180	So that when you transition to other models, you can use all these tricks you develop
546180	548500	in order to get the most out of the crappy models.
554110	556830	Okay, so is this kind of the end of the experience?
556830	560670	I mean, it's doing useful work for you though in one sense, right?
561390	565710	I've yet to try longer conversations.
567630	569950	Of course, the context window isn't maxed out
569950	582430	and I haven't tried many things yet, but it works and it doesn't just spit out trash like
583310	588670	those first model and like Quinn 3.5, which was this nonsense.
588670	591310	So Quinn 3.5, it just didn't...
592110	595950	It just circled around and around and didn't output anything usable.
595950	600030	And did you Google that as a problem? Like do people complain about this?
600030	602270	I probably don't have enough context size.
602270	606590	That's my suspicion because whenever it starts reasoning, it kind of loops.
606590	608510	It gets caught in, it's overthinking.
608510	614430	Yeah, it's overthinking, it gets caught in a loop and it reiterates on stuff that it already decided on.
616030	618910	It's funny, this conversation, I've had it like three or four times
618910	622350	with completely different groups of people that their local models are overthinking
622350	625790	and I haven't looked into this for a while, so I'll have to look into this.
626750	630670	Because I didn't have the chain of thought tokens when I experimented with local models.
630670	633070	It's a kind of new thing. I mean, you can turn thinking off.
635150	643070	Yeah, when I do that, it kind of does the job, but for me, it doesn't do anything useful at all.
643070	645230	It's just a happy thing to play around with.
645230	646510	It's a happy thing to play around with.
646510	655710	So I tried the intermediate model, 4 billion. First, I tried if it can recitate Harry Potter,
655710	661230	because in larger models, this is just in the weights, but the smaller one wasn't able to.
661950	670030	So it refused when I said, give me page something of Harry Potter,
670030	677070	cause a copyright, and I became able to speed talk it into doing it. But when I gave it the first few
677070	686670	sentences, I tried something, but it was completely off. So the smaller models don't contain culture,
686670	694830	apparently. And also, I tried some more technical stuff. It was able to define me a Hilbert's base
694830	705710	in the C-star algebra, but it wasn't able to prove me that a state that states on a sub-algebra extend
705710	711310	to states on the whole algebra. It wasn't able to do that or even state that that's correct.
711310	712350	Okay. Yeah.
715150	716270	Any other experiences?
716270	722030	Any other experiences, I tried to load it into Python with the Transformers
722030	729630	library, also the same model I believe for E4B. Yeah, it works. I find that interesting too.
729630	735790	So like it's a bit more raw and I'm not yet to reach the chat mode. I can
735790	745390	send one input and then it gives me the output. And what I tried is to get it to write me some kind of
745390	752590	web search tool prompt or something and it refused that and it refused to believe that it was
752590	758990	running in python it always said no i'm in the cloud but maybe you have another one
758990	765710	and but then when i used an admin prompt it worked okay so like you have this low user
765710	771310	prompt and this low admin prompt and so you didn't believe the user but it believes the
771310	776990	admin that's very interesting i didn't know about that actually yeah i'm not sure if it's actually
776990	782750	called yeah but this is a thing we write down we learned that this happens and then maybe it's
782750	790190	useful in the future yeah interesting interesting um so i'm very i think you know one of the core
790190	796110	goals is that you experiment with these things uh and then the second and then learn stuff and share
796110	801230	this learning right you know a little little comment about admin prompts or might be useful for us
801310	806510	later on you know a comment about this works that doesn't work this can be all useful as as the
806510	813950	seminar progresses oh i've got something to share yes you said that uh language models as an output
813950	823710	they generate json yes right yes because uh and i've tried that i set up an api where like locally call
823710	832030	my own api yeah and then it does return those exact json strings yes as an answer but i found them very
832030	839710	confusing to read yes because they like the keys they use are different for every message that i send
840510	846830	so i wanted to ask you if you maybe know how how this actually works in practice because uh now we get
846830	854910	into this this is scaffolding discussion so it's what happens around the output of an llm um all i can say
854910	862590	is you can make it pretty by using jq this command it makes it slightly more readable the output uh more
862590	870030	i don't really know about the outputs of these models okay yeah but maybe you do yeah actually i was a bit
870030	875710	uh confused because it didn't output in json for me maybe it's a library that affected the way but
875710	884110	is your question it has some some tokens yeah it has a tool token or it has a role token and so on
884110	890750	but i maybe i'm not i'm not sure if i am below the json lawyer or above i think you might be below it
890750	896590	right okay i think you're really you're really putting numbers through matrices yeah yeah and so the api
896590	902110	which is different from the llm right the llm is this function is a mathematical function
902110	906270	yes and that just emits tokens and there's no jasons coming out of that it's just
906270	913150	strings of stuff oh it's not it can emit json it just doesn't yeah but then that's just json
913150	918270	represented as tokens that's right yeah it's not really json the model doesn't really know about json
919070	924110	what it does is it emits tokens and there's a textual representation of those tokens and that's
924110	931070	always when you see these angular brackets with type characters and then there's it says like tool
931070	939230	or something or prompt yeah and then you can what your api does or what chat gpt the interface does or
939230	948750	llama or olama they just transform that representation of tokens into a json exactly object because you can
948750	954270	send it over the network and read it with every programming language so but there's no the model
954270	959950	doesn't know about json no because i understood you in a way that screen the actual screen oh okay sorry
959950	966990	yeah that was unclear yeah by the llm that that's the json yeah depending on your harness it is it's like
966990	971310	how do you wrap this where do you cut the function and say what's the output and what's the harness
972430	974830	so at the level you're doing it with a transformers library
975790	981470	you're really evaluating a mathematical function outcomes tokens and then the python around it
981470	986270	already starts to wrap these tokens in this json and so what's the function and where's that not
986270	991310	the function so there's this kind of gray area around the transformer which is the thing that's really just
991310	997710	emitting tokens and that the stuff you get from the api which is json wrapped but yeah you have yeah i was
997710	1004670	wondering is there some kind of standard how to translate these tones into json um not that i'm
1004670	1010590	aware of but there's probably i mean there must be uh is a quicker answer if you ask your model
1011230	1016350	it might know um there must be a python library that is doing it somewhere like in the transformers
1016350	1024510	library yeah so it's more like do all models have the same token standard and the same mostly i mean
1024510	1030350	it's a wild west so people are creating models that don't obey any rules um and people you know create
1030350	1034590	models where they have standards so that everyone can talk to each other i you know you know about
1034590	1040830	this place right yeah i don't know if i mentioned that in any previous seminars but if you want to
1040830	1049410	download a model this is the place to find it so what we're in is the pre-bootstrap phase of your
1049410	1054210	of your learning so what do i mean by that you're having to do everything manually you're having to
1054210	1060210	kind of coax these things onto your system and then you spend lots of typing time to get them to work
1060210	1065090	and then they do kind of work and then and then they're not useful and you can't pipe them into other
1065090	1070530	things where you want to get to is the point and i don't know if you i just don't know if local
1070530	1076130	models can get you to this point but we want to get to this point where the model itself helps you
1076130	1082610	do this work so instead of you having to write python in using the transformers library you just say
1082610	1091200	to an agent write me a python that will get this model running locally and then it the agent goes
1091200	1096320	off does that for you and now you have it running locally you know freeing yourself from this stuff
1096320	1101520	that you're having to do at the moment that's coming but it will need that we can give you access to
1101520	1107920	better agents right at the moment the agents you can get on for absolutely zero pennies as you've
1107920	1114960	experienced not super great um so the homework that wasn't the homework but it's very interesting
1114960	1119840	and i'm happy to hear every week about these discoveries uh but the homework was to read one essay
1120880	1122400	did you read it it's one page
1122400	1131360	i forgot but maybe someone here can summarize it their experience with reading it and what they
1131360	1139360	think about it yep i mean okay so the the core idea so the essay was called the bitter lesson i believe
1139360	1147200	yes yeah the bitter lesson and what is the bitter lesson it's the fact that um we as humans when we try
1147200	1153280	to build a computer that's specifically tasked to do one thing for example building a chess robot that
1153280	1160080	we as humans are not that good at like hard implementing the steps we need to that we need
1160080	1165680	to computer to solve in order to play chess because what we assume is whenever we build a computer is
1165680	1172720	that or we build an algorithm is that like we as human we can teach it to like think the way a human
1172720	1180000	would think so we hard code like oh if there's a rook there then take it or whatever but instead like
1180000	1186560	the most effective thing we can do as researchers building a robot is to just like throw computational
1186560	1192400	power at it let it learn by itself and just use like this deep learning or the way i don't know how
1192400	1202000	it was called there but like just using uh a neural network to to to learn how to play chess itself
1202000	1208640	instead of us trying to teach it because that's that's like the the most intuitive step for us
1208640	1213360	would be to like oh we need a robot to solve this problem well we teach the robot how to solve this
1213360	1218880	problem if it's if it's chess or what else was in the text they also had like speech recognition
1218880	1225680	computer vision and so on and so forth so the best thing you can do for example for computer vision is
1225680	1232480	to not teach the the computer how to recognize patterns or anything because that's the initial
1232480	1238800	approach by us humans was to like teach it how to to discover edges and shapes and whatever but no
1238800	1244880	instead the best we can do is just like let the computer learn by itself use the neural network just
1244880	1251040	throw computational power at it and the computer kind of teaches itself how to to solve that problem
1251040	1257120	yep i i think that's more or less my take-home message from it as well does anyone add anything
1257120	1266370	to that story um uh it was anyone are you happy with this no yeah you shouldn't be happy with this
1266370	1271330	right what's there's something very wrong with this right we're kind of building black boxes where we
1271330	1278370	don't know how they work yep i would love for chess computer to at least know there is a person who
1278370	1283730	understands how it works but the way it is right now it's like no one knows how they work it's a black
1283730	1293410	box yes exactly that so they do the task but you don't know how or why or both of how and why uh
1293410	1298210	it's a pretty powerful essay for someone like myself because i followed this stuff since the year 2000 or
1298210	1304210	so and you know i've really seen the whole research field do this make this mistake over and over and
1304210	1308690	over and over again like it's not just it does it once the whole research field makes this mistake
1308690	1314130	every single time um and that is you you have some new computational power and the first thing you
1314130	1319490	think of doing is oh we as humans know how to solve this problem let's teach it that let's hard code that
1319490	1325650	in as you said and then it'll be better as a consequence and the thing we don't want to do is just
1325650	1332610	throw more compute at the problem uh without understanding and somehow this second strategy always wins
1332610	1337970	and i've seen it happen i haven't seen it happen once or twice i mean i've had to see it happen tens
1337970	1343490	and twenty times right you know uh so it's a powerful thing to have just witnessed over the years that
1343490	1349090	this seems to just be true um i don't know if that'll continue to be true but it seems to be
1349810	1354290	experimentally true that if you have a complicated problem throw compute at it not understanding
1355810	1360370	and that's something that we're going to have to tackle in in this seminar because i think the
1360370	1366290	the interesting direction here is to do research with computing power uh and sutton's better lesson
1366290	1372450	tells us what it tells us that our understanding of science itself if we extrapolate is probably not
1372450	1378690	useful rather through compute at it and let the computer work out how to do scientific research
1379890	1387890	that's a bit more out there as a prediction but we we gotta understand this you gotta you gotta accept
1387890	1394050	this is the way these things work but it'll take some time okay that was the homework uh and today i
1394050	1401730	wanna i think the last thing that i can tell you before i don't know anything more is about verifiability
1403090	1413650	so the most important thing with an untrusted source of information is that you can verify so the you know
1413650	1417810	i told you in the first seminar and we've spoken about the second and you've seen it yourself
1418370	1424210	you cannot trust the output of these things they will tell you about states and algebras and then they
1424210	1430770	will claim that you can't extend a subalgebra state on a subalgebra or whatever right they they
1430770	1437250	have useful knowledge in there but they also have wrong information in there and the
1437250	1443890	more but what do they offer so they offer high frequency of output so they can continually output
1443890	1451010	stuff all day long uh but it's not trusted so is this a useful resource or not that's the question
1451570	1457890	that we shouldn't think about is it a useful resource to have something do things for you
1458770	1466100	in an automated fashion where there's a probability of error and i would claim the answer is yes it's and
1466100	1472980	there's a very easy way to to exploit or improve the quality of the output and that is with verifiability
1473700	1478100	so if you have a string of information where there's some rate of error what you should do
1478100	1485300	is code against the error you can turn a noisy channel into a perfect channel by using encryption
1485300	1491940	encryption but not in the sense of like spy codes but in the sense of you're coding against errors it's
1491940	1499140	an information theory problem what we want to do is we want to minimize these errors by exploiting
1500580	1505780	repetition that's the best form of communication over a noisy channel so if you're in a noisy channel
1505780	1509860	you know there's some rate of error what should you send the message three times and take a majority vote
1511060	1521330	all of a sudden you've reduced the error by a factor of three and so you if you've got infinite compute
1521330	1528450	thanks to richard sutton uh what should we do well ideally we should ask a thousand llms the same
1528450	1535730	question and take a majority vote that's the ideal way of doing this uh you know why not a million llms
1536930	1544050	ask them take a majority vote uh if you know that there that there is a probability of generating the
1544050	1553970	correct answer already majority votes will reduce the error of bad faulty outputs it sounds obscene but
1553970	1558930	it's maybe not that obscene we're going to do very soon i think claire at least was volunteering to look
1558930	1565330	into the cost of using an llm you can already see the cost of inference on your laptop so your battery
1565330	1567970	goes down at a certain rate you can work out how much money that cost you
1567970	1577020	uh and if you can sample a million llms for a reasonable cost and get an incredibly high quality
1577020	1584300	answer the zero cost to you then why not right so that's one thing i wanted to just to stress is the
1584300	1591420	cost of of of repetition versus the cost of correction versus the cost of the actual cost
1593340	1598380	so i want to talk today about verification how do we verify stuff from llms that's that's the question
1598380	1603100	for today and i'm going to show you how uh three or four levels of verification i've already told you
1603100	1609580	one just repetition like literally repetition can get you higher quality answers uh ask chat gpt ask
1609580	1616460	claude ask gemini and then take a majority vote of the three three answers it's already better it's
1616460	1622140	actually it's still possibly wrong but it's probably less wrong and you can get them to check each other's
1622140	1633300	work and so uh that also increases the probability of of a correct answer so simple uh consensus is the
1633300	1642260	first way to gain um uh confidence in an unverified source of information so let's talk about consensus
1642260	1648500	for a bit that's the lowest level so when you publish a paper do you trust it in a scientific journal
1648500	1653860	i'm going to start with that do you if you read a scientific paper you're trusting what you're
1653860	1661540	reading why do you trust it because we assume it's reviewed okay how does the review process work
1662100	1671220	i'm not sure if i should explain this but uh but it's even your idea of the reviewer process my idea is
1671220	1680180	that uh the journal sends it to some other people who stay anonymous yes and they look at it and uh
1682260	1693460	they determine whether the scientific methods have been are correct or if there are biases or
1696210	1704450	any grave errors in these in these publications it's about right um you send a paper after publication
1704450	1710690	the journal editor decides they're going to at least send it for review they send it to some anonymous
1710690	1719970	reviewers who read it for correctness and maybe novelty often novelty is a criteria and then uh depending
1719970	1724450	on the journal there may be one two or three reviewers that sell them more very rare that you'd
1724450	1730930	have more than three reviewers for a paper and the reviewers write their report send it to the editor
1730930	1737090	and then the editor makes a decision based on the report whether to accept or review revise or reject
1737090	1744750	and so when you have a paper in a journal what what's how much level of confidence is there in
1744750	1752820	that right you know how much information has been truly verified it depends i think is the correct
1752820	1760260	answer it depends on what the reviewers did do you know how long the average referee report is
1763170	1769410	if you're lucky it's about a page so if you send in a 30 page paper to a journal and you get the
1769410	1774290	review i don't know you guys contradict me here but i'm not sure i've ever seen a referee report
1774290	1779570	longer than a page or two well i once saw a three or four page i've not submitted it i mean i think
1779570	1785810	math journals are quite they're pretty pretty hard yeah they're pretty hard but in physics sometimes
1785810	1793250	paragraph two you're lucky if you get a page yeah so you've submitted a 30 page paper
1793250	1801410	and you get half a page at best maybe a page of commentary back from the reviewer who's a human
1801410	1810800	or was a human at least um and uh it makes some statement about the correctness of the paper but
1812800	1819810	is that enough like does that mean that the paper is correct most of the times i guess
1821090	1826370	maybe i mean i would put it in the kind of maybe it's correct category actually i don't think it's a very
1826370	1831970	good method to be honest the math community has its own culture and they're a little bit more rigorous
1831970	1836370	like they the reviewer tends to read through the whole paper but they won't read arrival the
1836370	1841010	equations or anything like that often they'll skip steps because it's too hard it takes too long
1841810	1846690	it's just that it's just that it's just a it's a it's a numbers game right if you've got x researchers
1846690	1853250	producing a a papers per year let's say one paper per year you've got x new papers per year
1853250	1863790	uh and they have to be reviewed by experts you have to then send a papers to experts at least every
1863790	1869390	review every person producing a paper has to review a paper and if they're going to invest energy in
1869390	1873390	reading it properly they're going to probably have to spend well not the same time as it took to write
1873390	1881070	the paper but some proportion of their time to to review correctly right and that would be a non-trivial
1881070	1885710	amount of time let's say it takes i don't know a week to fully review a paper like to the highest
1885710	1893630	levels of high high high rigor that's okay that's if you've got x people producing eight papers a year
1893630	1900190	that's x b everyone gets one per year that's not what happens is it so actually people produce uh
1901150	1905310	more than one paper per year and so you have a
1905310	1912030	a collection of x experts and they have to review more than one paper per year typically
1912670	1920110	at least in my inbox i get once every week at least one or two requests to review a paper
1920670	1924830	i don't know guys does that correlate with your experience you might get less requests but you have
1924830	1932580	to review right yeah and the week for a paper what do you reckon if you spent every day properly going
1932580	1941460	through the paper checking everything no no no i mean but it's a paper you know pretty well i don't
1941460	1948660	know maybe um a weekend plus a couple days extra i don't know something like this so three or four
1948660	1954660	work days yeah something like that yeah three or four work days so how often do you say yes zero i no
1954660	1961460	longer accept papers to review uh because that's it's past the the event horizon i cannot actually review
1961460	1967360	the papers that come into my inbox any longer and also i put into a problem here that i tell every
1967360	1974720	editor now which is that we can't verify the science has been produced it's no longer possible
1975920	1981760	we can verify some proportion of it but not really and i'm not the first to say actually this problem has
1981760	1986960	been known in the math community for decades there are well-known results in the math community by
1986960	1993840	fields metal awarded people that are wrong everyone knows that they're wrong they tell
1993840	1998720	each other that these results are wrong and everyone avoids these results and they don't they carefully
1998720	2003760	don't refer to them in the wrong form but they actually everyone knows that the correct way of
2003760	2010460	doing it is like this but nobody ever writes this down and it came to the point where one person
2010460	2019420	guy called the vetsky had concerns about his own proof he did he was no longer convinced that his own proof
2019420	2026620	of a fields medal award winning result was correct he was just not sure so he was one of the first people
2026620	2031820	to seriously invest time and energy in automated verification of mathematical results and that's where we're
2031820	2039340	going today uh he was just so unhappy with the status of his results and whether or not they are true
2039340	2044060	that he wanted to formalize them and this is the key word that i want to get to today formalization
2044860	2050540	we've come from consensus based uh verification all the way to the what i consider the highest level
2051260	2056940	verification which is formalization we'll get to that in a second but i this this story you know has
2056940	2063500	started to get much more momentum recently uh scientific results are getting harder and harder to verify
2063500	2069100	because there's more and more of them coming and we're in a crisis where there are more papers
2069100	2073820	being produced and there are people to review them uh if you want to do a proper review so now we're
2073820	2081180	down to gut field reviews so you see the paper you go looks okay looks good to me um that's how papers
2081180	2087760	get reviewed this is just a fact but if you don't believe me just do the numbers just look on the
2087760	2093760	archive every day there's a whole bunch of papers how many today i don't know a lot um let's see
2093760	2102140	do this occasionally today there were 94 entries but 41 new submissions so okay it's only 40 today
2103100	2107420	so if you think that the college of experts in this field of quantum physics how many experts are there
2107420	2111820	in the world it's probably i don't know you can start working out numbers right just count all the
2111820	2120060	universities in the world um that's claude while i'm talking um and then we work out how long
2120700	2126460	or whether or not we're past or built up ahead or behind the event horizon crisis here
2127020	2134850	so how many um people in quantum physics
2136690	2145600	in academia and just it doesn't have to be a correct number it just has to be within a couple
2145600	2149680	of orders of magnitude because the calculation we're going to do won't even matter about the exact numbers
2151280	2157600	what proportion of those 40 papers do you think is ai generated i don't know anymore actually i think
2157600	2161200	it's a surprisingly low number that's the thing that's why it's very shocking because i talked to all
2161200	2167840	my colleagues who were obviously i asked them how are you using ai and it's a shocking number just use
2167840	2176240	chat gpt just to to talk about ideas with and then they still write the papers here we go that's um
2177040	2184480	there's a number let's say 30 000 academia quantum people um and then there's a broad broader set which
2184480	2193600	is yeah kind of maybe um yeah yeah not my kind of work um so let's say if we just took the number of
2193600	2199840	100 000 active reviewers in the world 100 000 these are the people this is the corpus of people we could
2199840	2207200	call on to review a paper and so we have 40 per day so we may not be past the event horizon yet but let's
2207200	2218020	let's let's work it out so we got 40 per day so 40 pages per day times by what is those 250 archive
2218020	2227220	days in the year roughly speaking so it's 10 000 papers per year now how long did i say did we agree
2227220	2233700	to do a proper review it was like three or four working days right so let's say three hard working
2233700	2240500	days it's 30 000 working days need to be invested per year to review all the science that's coming out
2240500	2254660	at the moment the college of experts is a hundred thousand so yeah it's fine right that's if the
2254660	2260260	college of experts is a hundred thousand but i fear that the reality is the people that you can call on
2260260	2266780	for refereeing work is more than in the ten thousand category because a lot of these people here i don't
2266780	2272300	know where this number of 100 that feels a bit over i mean the total number of members in the dfg is
2272300	2279980	the dpg is 200 000 something but actually employ people who will do refereeing is closer to about
2279980	2286620	10 000 would have been my first first number but i'm getting wrong so at least you know we don't seem
2286620	2292060	to be at the crisis yet but we the problem is we are at the crisis because the actual people who are
2292060	2296620	qualified enough to referee these papers is much much lower that's the problem these people have
2296620	2302620	a phd in quantum physics but do you want someone with a phd in statistics to referee your paper on
2302620	2310580	operator algebras yeah when you get to the the the the the tighter definition then all of a sudden
2310580	2315620	the college of experts goes from maybe 10 000 to a thousand and then 30 000 starts to be a really
2315620	2323600	painful number and that's it the pre-ai situation in if you look in neural networks this the study of
2323600	2330560	neural networks the the numbers are strongly inverted um they have conferences with thousands and
2330560	2333680	thousands and thousands of thousands of submissions it's just insane the number of papers that are
2333680	2339600	generated per day in in ai and they can't be refereed anymore and they had this crisis a couple of
2339600	2346720	years ago so uh and they dropped their standards actually the standard is now every paper has to have
2346720	2354770	a github repository and the code has to compile i'm joking this is a standard for publication um but
2354770	2359890	that brings us to our second level of what what it means to verify if you have a program that you can
2359890	2366370	run then having it run is a pretty good way to check of the correctness of something you know the correct
2366370	2371490	the program compiles it gives the you give it some inputs it gives you some outputs they match the tests
2371490	2377890	that you set up that's a fairly high bar for com for for verification and i would put it to you that
2378530	2383730	that's a fairly high bar it's actually higher in some sense than than referring a paper but that's not
2383730	2389250	quite where we want to although this is the most effective way to do uh agentic science now is to
2389250	2394290	get it to write a python program for you to do whatever it is you want to do that's an extremely rapid
2394290	2400370	way to check something works it's amazing it works really fast you pick a problem in any homework sheet in
2400370	2410210	any uh lecture in this in the physics institute institute and then ask chat gpt how to solve it
2410210	2416690	probably it'll write a python program to to test it out this problem you know won't be able to give you
2416690	2422690	a proof maybe if it's a theoretical result but it'll certainly test some special cases with python programs
2424050	2430130	you've probably seen this happen right but that's a level of verification that you it's higher level right
2430130	2436610	we go from college of experts consensus to a program that represents somehow the content runs
2437810	2442290	but maybe there are edge cases maybe there's examples that can't cover but at least you've
2442290	2446610	got some signal now that this result is correct or false and this actually works amazingly well for
2446610	2453490	all kinds of formulas if you guess a formula for something um or even conjecture formula based on some
2453490	2457970	hints then the first thing you should do is put in the special cases right up to as far as you can go and
2457970	2463330	if the formula matches for the first 110 cases that you can calculate then you start to think this is
2463330	2473300	probably correct so that's a level of verification above consensus you go from consensus to writing a
2473300	2479380	program that kind of does the the happy path the basic examples and then you might want to ascend to
2479380	2484340	a higher level of verification you know wouldn't it be wonderful to have something that was just correct
2484340	2491940	and you didn't have to ever have any concerns ever that this result was false as long as the definitions
2491940	2508060	were correct and there is a way to do it and that's using um uh that is not what i wanted there is a way to
2508060	2520100	now use uh there is now a way to formalize mathematics in a language which can be computer verified i can show you
2520100	2526100	one instance of this programming language there are several out there this is probably the the most
2526100	2530740	actively developed one right now it has the biggest library um we're going to talk about this a bit
2530740	2536660	today so this is a programming language called lean um how many of you have heard of this
2538340	2544580	and how many of you played with it wow you belong to a very small community of people
